--------------------
Env: Atari-Alien-v5
Timestep	Seed 0		Seed 1		Seed 2		Seed 3		Seed 4		Seed 5		Seed 6		Seed 7		Seed 8		Seed 9
200000		28.500		30.000		30.600		30.000		74.200		57.100		60.000		57.100		51.000		30.000
300000		30.000		15.700		32.400		30.000		72.600		69.800		60.000		88.200		60.100		30.000
400000		30.000		30.000		30.000		30.000		78.000		70.200		69.600		84.200		60.000		30.000
500000		30.000		30.000		30.000		30.000		78.500		70.000		77.500		79.700		60.400		30.000
600000		30.000		30.000		30.000		30.000		64.000		69.900		60.100		84.200		60.000		30.000
700000		30.000		30.000		30.000		30.000		77.400		69.600		60.200		69.900		60.000		30.000
800000		30.000		30.000		30.000		30.000		77.400		69.900		60.700		69.800		60.100		30.000
900000		30.000		30.000		30.000		30.000		78.100		70.000		99.300		69.900		60.000		30.000
1000000		30.000		30.000		30.000		30.000		77.400		69.900		81.000		69.800		60.000		30.000
1100000		30.000		30.000		30.000		30.300		77.600		56.500		79.400		69.500		58.800		30.000
1200000		30.000		30.000		30.000		30.000		79.300		70.000		68.000		62.900		60.100		30.000
1300000		30.000		30.000		30.000		30.500		78.100		63.800		71.600		56.600		55.500		30.000
1400000		30.000		30.000		30.000		60.300		89.000		69.600		59.000		69.900		60.000		30.000
1500000		30.000		30.000		30.000		56.400		80.100		69.200		53.100		67.800		40.200		30.000
1600000		30.000		60.000		30.300		71.300		78.500		69.100		78.600		70.000		62.200		33.000
1700000		30.000		60.000		30.000		81.200		79.400		69.600		76.900		70.000		60.000		30.000
1800000		30.000		60.000		30.000		86.700		77.700		68.800		78.700		70.000		60.000		30.000
1900000		30.000		60.000		30.000		85.300		75.800		69.600		73.600		60.000		60.000		30.000
2000000		29.800		59.700		30.000		90.100		79.900		69.500		80.200		69.100		48.000		30.000
2100000		30.000		60.000		30.000		85.100		82.600		70.000		65.900		70.000		60.000		30.000
2200000		30.000		60.000		30.000		85.800		79.500		68.700		74.200		70.000		60.000		30.000
2300000		30.000		60.000		30.000		89.300		82.900		68.000		76.700		69.800		63.900		30.000
2400000		30.000		38.400		30.000		88.400		81.000		70.000		77.200		69.900		61.000		30.000
2500000		30.000		53.700		30.000		89.100		82.500		70.000		81.000		69.100		55.800		30.000
--------------------
Env: Atari-Boxing-v5
Timestep	Seed 0		Seed 1		Seed 2		Seed 3		Seed 4		Seed 5		Seed 6		Seed 7		Seed 8		Seed 9
0		0.400		-0.500		-3.000		0.100		-2.400		0.300		-1.000		-5.100		-2.800		1.800
100000		39.400		75.100		74.900		82.300		68.700		66.200		77.100		59.000		74.000		49.400
200000		75.800		91.700		82.100		93.600		86.800		83.800		89.200		86.400		86.400		88.400
300000		89.300		94.800		92.100		91.400		86.300		91.000		94.400		90.300		89.700		96.700
400000		92.900		95.400		93.600		95.300		92.900		94.200		93.100		90.800		98.500		97.100
500000		93.800		89.700		92.100		96.600		93.100		96.200		93.200		93.000		95.600		94.000
600000		98.200		92.200		94.400		94.500		94.200		98.200		93.300		91.800		96.400		96.600
700000		99.600		96.500		93.200		93.100		95.600		94.900		92.100		95.500		96.200		97.800
800000		97.900		95.700		95.100		95.700		96.200		97.000		89.100		95.400		99.100		96.000
900000		98.600		93.600		94.700		95.200		96.200		97.800		95.100		96.100		93.500		98.000
1000000		97.100		92.700		91.900		96.100		95.800		97.800		93.700		95.800		97.000		96.400
1100000		99.100		92.700		95.500		96.600		94.900		96.600		92.600		94.300		95.100		96.700
1200000		97.100		96.300		93.600		95.200		96.900		98.300		94.700		95.200		95.400		96.900
1300000		93.000		95.500		95.100		96.300		93.800		98.600		91.600		92.600		97.400		96.600
1400000		94.100		94.000		95.700		95.300		96.900		96.900		93.700		95.300		94.900		96.500
1500000		93.500		93.900		94.000		91.300		98.900		98.400		89.200		95.600		96.400		96.200
1600000		96.600		93.400		97.500		94.900		98.100		97.200		95.900		93.700		97.400		92.500
1700000		95.500		92.400		97.900		94.900		98.600		93.000		97.200		95.300		96.100		95.600
1800000		96.500		94.500		98.800		97.900		94.000		96.600		92.900		93.100		95.900		96.400
1900000		98.900		96.100		97.300		95.700		97.300		95.800		94.900		93.900		94.000		95.300
2000000		97.900		91.300		97.300		97.800		95.900		95.700		97.200		95.800		97.400		96.600
2100000		95.700		93.300		97.100		96.800		97.900		94.100		95.600		96.700		94.000		93.400
2200000		96.300		94.700		98.100		96.200		97.700		97.700		96.600		96.300		96.100		97.800
2300000		96.600		94.000		94.900		97.100		97.000		97.400		95.700		95.700		96.500		96.000
2400000		96.500		95.300		94.900		97.100		97.000		95.800		97.000		95.700		97.800		93.400
2500000		97.600		95.500		96.600		93.700		96.800		95.500		97.000		95.000		97.200		96.200
--------------------
Env: Atari-Breakout-v5
Timestep	Seed 0		Seed 1		Seed 2		Seed 3		Seed 4		Seed 5		Seed 6		Seed 7		Seed 8		Seed 9
0		1.100		1.100		2.200		2.400		2.400		1.500		0.800		2.700		0.900		1.900
100000		12.500		9.100		10.500		11.400		15.000		10.400		10.900		9.300		8.200		10.600
200000		17.600		9.500		14.900		10.700		19.800		12.300		13.000		11.000		17.500		11.000
300000		21.200		11.600		18.900		11.800		23.000		14.300		14.400		12.000		13.600		13.000
400000		20.800		14.300		16.400		13.100		24.200		12.800		16.200		13.900		22.000		15.600
500000		27.000		14.500		16.300		14.000		26.200		18.800		15.600		12.800		27.700		15.400
600000		21.800		13.500		16.900		13.600		29.600		17.800		16.100		13.400		26.900		17.000
700000		23.100		15.800		14.000		15.100		30.900		14.000		19.700		13.600		33.100		22.300
800000		29.100		17.500		30.000		16.000		41.300		14.400		18.600		17.900		28.200		25.400
900000		25.600		16.700		24.300		16.000		40.300		18.700		20.000		15.300		35.600		28.600
1000000		25.900		17.200		25.400		19.900		50.100		18.100		22.800		20.000		33.500		23.300
1100000		27.400		14.900		17.200		20.700		54.900		18.500		23.100		15.200		26.300		30.000
1200000		27.400		17.500		25.400		16.200		80.900		19.800		32.800		20.400		59.000		29.000
1300000		23.900		19.500		19.600		18.900		53.200		24.100		19.200		21.500		24.700		29.800
1400000		30.300		13.500		21.100		24.400		63.600		15.200		22.800		31.900		35.200		32.800
1500000		30.900		17.100		22.600		18.900		28.900		15.400		25.900		30.100		31.100		26.700
1600000		34.400		24.100		27.700		23.100		35.900		26.400		23.500		22.500		44.300		42.700
1700000		28.200		17.400		20.900		29.100		43.400		17.300		25.100		27.000		51.300		21.800
1800000		31.700		23.400		23.200		22.600		65.200		25.600		30.500		67.100		27.200		27.600
1900000		53.900		20.800		16.300		30.000		30.400		40.400		26.400		33.600		26.200		26.000
2000000		35.000		24.600		47.200		21.800		49.400		30.900		30.500		28.800		37.000		50.600
2100000		31.300		32.100		19.100		39.500		29.100		40.900		34.500		30.800		61.000		47.600
2200000		34.800		29.900		22.900		33.600		53.200		21.900		39.300		30.800		68.900		64.700
2300000		45.300		37.900		21.300		33.500		49.700		22.300		46.400		24.900		85.200		21.100
2400000		49.000		27.700		19.200		41.700		49.100		17.400		56.900		42.100		64.700		61.400
2500000		36.400		22.500		28.800		31.300		34.300		22.100		32.200		26.400		56.000		52.900
--------------------
Env: Atari-Centipede-v5
Timestep	Seed 0		Seed 1		Seed 2		Seed 3		Seed 4		Seed 5		Seed 6		Seed 7		Seed 8		Seed 9
0		5230.300	1517.100	2876.600	3648.400	1386.800	2826.000	2345.300	2555.200	2826.600	1109.700
100000		6590.800	6972.500	4971.900	7892.500	5467.000	8962.800	4374.800	5968.800	10227.400	9544.000
200000		8531.000	7037.800	3776.300	7053.300	6776.100	9040.500	6902.700	8511.700	6058.100	12473.300
300000		8866.400	11120.500	4544.700	9995.400	7249.800	10134.300	8658.100	9876.100	6573.400	12217.200
400000		8596.800	9856.700	8338.200	12450.700	7440.200	9074.000	11144.300	13936.300	10408.100	13513.100
500000		11816.500	10375.600	7593.100	11533.900	9597.800	9244.900	11922.800	14984.300	14645.200	12447.600
600000		13181.100	9252.200	10557.800	11457.600	6945.300	13886.400	11053.700	14768.200	10965.600	11759.900
700000		13235.200	11552.000	11437.000	12217.500	7024.400	10348.100	13605.700	19293.400	10333.500	10807.700
800000		15216.400	13590.900	14951.100	15379.000	7445.800	12155.300	11370.600	19488.000	14096.900	13011.800
900000		13943.700	14233.100	14207.900	15240.500	6439.900	14155.200	12302.600	16313.800	12575.000	14864.100
1000000		14174.400	15343.200	14199.400	14107.000	12305.100	13646.500	15242.500	19881.000	11842.100	18799.700
1100000		16783.500	11550.600	14541.500	15300.800	8744.000	14040.300	17312.600	15580.900	13755.700	14772.600
1200000		17639.400	12908.500	10559.900	15170.900	11237.200	17446.600	14839.900	16471.200	16140.900	19041.900
1300000		15971.100	18842.600	13530.000	14598.500	8339.000	18207.400	11990.100	20647.200	14267.300	18791.800
1400000		15365.700	14401.700	14697.000	14956.000	13404.200	14332.600	15876.900	20016.600	14173.200	18279.200
1500000		18624.500	17214.800	16253.500	17087.000	15669.400	20779.600	17847.400	20957.100	14870.100	15944.100
1600000		19852.400	17667.800	12573.900	13362.400	12457.400	21777.700	21770.300	20869.300	16613.300	16446.700
1700000		8498.200	17950.600	12754.200	15502.600	14491.500	18361.700	14425.500	17219.000	16163.700	19694.400
1800000		16844.600	16925.700	16234.100	12037.200	14073.900	23206.200	13711.600	17774.200	18751.500	15718.800
1900000		20342.200	15188.500	14349.900	14220.900	13325.700	20556.100	14618.900	20864.100	16741.800	13682.600
2000000		20047.100	16585.400	14989.700	16018.900	17029.600	18664.200	18135.400	16558.100	20420.000	18373.800
2100000		13601.500	14774.100	15458.900	17811.900	14857.400	18155.900	15761.900	16249.700	18484.300	20199.500
2200000		18328.700	21368.700	11451.800	17492.600	13854.100	25198.200	14825.300	23860.400	13832.000	19400.400
2300000		21377.900	18186.900	13892.100	17320.600	12266.600	19010.500	17249.600	24143.100	18124.300	20768.200
2400000		20101.500	21736.300	17725.500	17717.200	12176.100	19296.100	22338.800	22609.900	16325.400	15883.500
2500000		14840.400	16379.200	15592.000	17569.700	15320.300	20588.200	20563.000	23397.700	14413.500	19692.200
--------------------
Env: Atari-ChopperCommand-v5
Timestep	Seed 0		Seed 1		Seed 2		Seed 3		Seed 4		Seed 5		Seed 6		Seed 7		Seed 8		Seed 9
0		110.000		280.000		180.000		740.000		790.000		590.000		940.000		600.000		680.000		820.000
100000		3080.000	2270.000	1630.000	2060.000	2590.000	1330.000	1480.000	1130.000	1330.000	1980.000
200000		3420.000	2740.000	2170.000	2370.000	2520.000	1410.000	2690.000	2100.000	1500.000	2860.000
300000		3440.000	2140.000	2590.000	2530.000	3010.000	1520.000	3350.000	1710.000	2860.000	2860.000
400000		4850.000	2510.000	3090.000	3110.000	3090.000	2240.000	2580.000	2640.000	3360.000	3410.000
500000		4830.000	3060.000	3000.000	2530.000	3100.000	2640.000	3140.000	2790.000	3490.000	3190.000
600000		3770.000	3090.000	3440.000	3170.000	3670.000	2740.000	3620.000	2870.000	3570.000	3610.000
700000		4110.000	2910.000	3010.000	2890.000	3090.000	2540.000	5220.000	2980.000	3740.000	3940.000
800000		3730.000	5420.000	3270.000	3550.000	3530.000	2840.000	4420.000	3300.000	4230.000	3860.000
900000		4910.000	3450.000	3380.000	3220.000	3080.000	2530.000	5450.000	4200.000	4880.000	3920.000
1000000		6690.000	4980.000	3790.000	3650.000	4560.000	3100.000	4820.000	2900.000	4350.000	4640.000
1100000		6260.000	3940.000	3750.000	3650.000	3480.000	3300.000	5260.000	3880.000	4140.000	3470.000
1200000		6520.000	4760.000	3940.000	5090.000	3450.000	3280.000	4270.000	3390.000	4690.000	4450.000
1300000		6710.000	4400.000	3740.000	4760.000	4910.000	3120.000	6810.000	3280.000	4920.000	3260.000
1400000		6150.000	5670.000	3810.000	3030.000	4090.000	2870.000	3910.000	3420.000	5570.000	3880.000
1500000		7660.000	5850.000	3940.000	4340.000	4310.000	3470.000	5500.000	3450.000	3590.000	4190.000
1600000		7530.000	5640.000	3840.000	4120.000	3510.000	2450.000	7080.000	3440.000	4580.000	3610.000
1700000		6190.000	7380.000	3860.000	3070.000	5120.000	3350.000	6830.000	3440.000	4990.000	5390.000
1800000		6580.000	5800.000	4460.000	4170.000	4340.000	3920.000	5640.000	3910.000	6090.000	4250.000
1900000		6730.000	5320.000	4120.000	4480.000	4810.000	3360.000	5380.000	5420.000	5000.000	5100.000
2000000		7550.000	6220.000	4570.000	4770.000	4600.000	3330.000	6810.000	4960.000	5220.000	4430.000
2100000		7070.000	5500.000	4180.000	5510.000	4720.000	3830.000	5190.000	5360.000	5730.000	4480.000
2200000		9840.000	5160.000	3020.000	4790.000	5910.000	3690.000	8790.000	4970.000	7350.000	4480.000
2300000		7890.000	7690.000	5090.000	5120.000	4580.000	3280.000	8110.000	5180.000	5540.000	6020.000
2400000		5750.000	5950.000	4160.000	5410.000	5580.000	3300.000	7260.000	5090.000	5190.000	7070.000
2500000		5990.000	7340.000	3610.000	4920.000	4830.000	3440.000	8580.000	5390.000	6310.000	7070.000
--------------------
Env: Atari-CrazyClimber-v5
Timestep	Seed 0		Seed 1		Seed 2		Seed 3		Seed 4		Seed 5		Seed 6		Seed 7		Seed 8		Seed 9
0		6680.000	4980.000	2710.000	10880.000	4760.000	550.000		5080.000	9610.000	3870.000	3400.000
100000		26390.000	18000.000	36040.000	16860.000	13270.000	64050.000	27290.000	48970.000	22990.000	28880.000
200000		71480.000	48280.000	64510.000	56650.000	60730.000	83090.000	30650.000	90590.000	46520.000	64420.000
300000		71260.000	65140.000	57990.000	79640.000	69190.000	77450.000	72870.000	58950.000	52070.000	77880.000
400000		101960.000	73900.000	73740.000	88990.000	89420.000	102710.000	82820.000	96350.000	73460.000	100100.000
500000		96730.000	62530.000	95470.000	99630.000	93270.000	83170.000	80270.000	101850.000	75810.000	102330.000
600000		102290.000	59380.000	101070.000	83700.000	96370.000	90630.000	80090.000	110670.000	80970.000	115160.000
700000		118290.000	81930.000	97270.000	87260.000	108790.000	113940.000	60620.000	108750.000	85930.000	107140.000
800000		119870.000	101230.000	91460.000	100970.000	116890.000	100850.000	102180.000	105000.000	96170.000	103820.000
900000		124950.000	96300.000	113040.000	103040.000	107340.000	112200.000	87430.000	114900.000	97400.000	101440.000
1000000		113710.000	92020.000	108760.000	102960.000	112800.000	103680.000	97740.000	113240.000	91660.000	111090.000
1100000		119290.000	83230.000	102330.000	103570.000	124810.000	92460.000	99250.000	120110.000	88770.000	103770.000
1200000		112040.000	100430.000	95580.000	124960.000	115150.000	99820.000	99510.000	120790.000	93870.000	108860.000
1300000		119240.000	90370.000	97510.000	113330.000	112330.000	90340.000	106050.000	121970.000	87230.000	96570.000
1400000		118970.000	104230.000	111860.000	65410.000	106940.000	97520.000	99610.000	120930.000	96470.000	96590.000
1500000		121930.000	115560.000	104560.000	115940.000	103830.000	97000.000	102450.000	122630.000	101340.000	102790.000
1600000		118830.000	104170.000	115900.000	124260.000	103670.000	119140.000	104220.000	119550.000	94470.000	92760.000
1700000		102760.000	107050.000	117120.000	117320.000	106390.000	105020.000	107690.000	117230.000	98560.000	99510.000
1800000		123440.000	121700.000	118070.000	114340.000	115490.000	115360.000	111820.000	109040.000	106990.000	111880.000
1900000		110910.000	117560.000	107700.000	128300.000	132850.000	121150.000	107470.000	113230.000	118500.000	107760.000
2000000		124750.000	122240.000	112830.000	109050.000	96400.000	116080.000	107560.000	106870.000	116360.000	101520.000
2100000		107810.000	95140.000	107600.000	113730.000	114370.000	118310.000	113040.000	121460.000	110040.000	109100.000
2200000		128590.000	112020.000	113080.000	120230.000	112070.000	115320.000	111090.000	111770.000	112040.000	109340.000
2300000		122660.000	122110.000	117370.000	113060.000	108450.000	127590.000	111470.000	122280.000	89470.000	103390.000
2400000		118520.000	113690.000	122500.000	120500.000	118670.000	110400.000	115310.000	127980.000	109680.000	110310.000
2500000		127360.000	128470.000	120810.000	99070.000	113950.000	111040.000	114780.000	128410.000	109670.000	115980.000
--------------------
Env: Atari-Defender-v5
Timestep	Seed 0		Seed 1		Seed 2		Seed 3		Seed 4		Seed 5		Seed 6		Seed 7		Seed 8		Seed 9
0		1910.000	3835.000	3640.000	3115.000	1165.000	5060.000	4085.000	3965.000	3865.000	3215.000
100000		4120.000	3925.000	3190.000	3385.000	4005.000	3255.000	4295.000	6460.000	3935.000	4325.000
200000		6040.000	4045.000	3330.000	4030.000	5750.000	4480.000	4630.000	9200.000	6480.000	14130.000
300000		8215.000	15760.000	3710.000	5250.000	15865.000	6875.000	9065.000	16970.000	14420.000	12205.000
400000		8135.000	14705.000	6760.000	10765.000	12825.000	13485.000	23095.000	17820.000	24515.000	18205.000
500000		11745.000	19030.000	5530.000	13795.000	12645.000	28025.000	21105.000	25915.000	32945.000	22915.000
600000		8440.000	20235.000	6835.000	21205.000	21440.000	20130.000	16070.000	23875.000	24120.000	29230.000
700000		16005.000	19825.000	11070.000	23515.000	20105.000	11385.000	33155.000	27515.000	30715.000	28575.000
800000		16560.000	20520.000	17715.000	34765.000	25350.000	24635.000	26240.000	25590.000	30025.000	27745.000
900000		15750.000	24695.000	9275.000	25645.000	30400.000	22665.000	23285.000	32450.000	28635.000	28820.000
1000000		20335.000	25570.000	22320.000	24570.000	22125.000	30690.000	26205.000	26265.000	24660.000	36880.000
1100000		19220.000	27515.000	16105.000	32780.000	30300.000	29200.000	29290.000	19735.000	33830.000	33400.000
1200000		27765.000	30750.000	20490.000	28540.000	32760.000	27000.000	29530.000	34720.000	32050.000	40365.000
1300000		34295.000	25995.000	30240.000	32075.000	25910.000	28590.000	30660.000	32535.000	40255.000	37375.000
1400000		29945.000	30750.000	18930.000	25355.000	28775.000	27995.000	35950.000	32940.000	36385.000	25755.000
1500000		32850.000	26725.000	20440.000	40105.000	25265.000	34850.000	30895.000	34250.000	35470.000	37125.000
1600000		31055.000	43445.000	34205.000	35970.000	38640.000	34600.000	26745.000	33350.000	36450.000	37195.000
1700000		37935.000	36375.000	26705.000	32865.000	28755.000	34440.000	31665.000	36425.000	39730.000	32725.000
1800000		31920.000	33730.000	27870.000	36465.000	33805.000	31095.000	36285.000	27955.000	35920.000	44490.000
1900000		42805.000	35265.000	29130.000	30290.000	24245.000	27635.000	43530.000	34930.000	41900.000	39690.000
2000000		41535.000	38000.000	23905.000	36690.000	33690.000	39030.000	34050.000	41080.000	36315.000	40325.000
2100000		31145.000	30715.000	28545.000	36875.000	31900.000	27395.000	37195.000	31500.000	46120.000	40995.000
2200000		47650.000	41845.000	35200.000	31240.000	31850.000	35455.000	38700.000	35890.000	45805.000	39880.000
2300000		35255.000	36505.000	27125.000	40305.000	32935.000	34895.000	37925.000	36655.000	42395.000	37850.000
2400000		41035.000	39155.000	34085.000	39085.000	33540.000	28760.000	35715.000	33680.000	38540.000	36625.000
2500000		49900.000	39040.000	28005.000	45655.000	40140.000	41770.000	43890.000	35380.000	39995.000	40795.000
--------------------
Env: Atari-DemonAttack-v5
Timestep	Seed 0		Seed 1		Seed 2		Seed 3		Seed 4		Seed 5		Seed 6		Seed 7		Seed 8		Seed 9
0		69.000		66.000		133.500		347.500		158.500		66.000		157.500		64.000		82.000		97.500
100000		509.000		204.500		466.000		137.000		231.500		381.000		795.500		345.000		236.500		199.000
200000		1081.500	464.500		471.000		724.000		540.000		1110.000	820.500		647.000		387.000		309.000
300000		830.500		1437.500	1175.500	1343.500	750.500		967.500		773.000		1320.000	828.000		1274.500
400000		1994.500	1966.000	1795.500	812.000		1949.500	1080.000	2160.000	2622.500	723.500		1897.000
500000		2149.000	1340.500	2013.000	2269.500	1509.000	3041.500	2167.500	3118.500	1154.500	2019.500
600000		2564.500	4153.500	1729.500	1479.500	1970.000	1610.500	2539.000	2553.000	1996.500	3755.500
700000		5177.000	5313.500	3683.000	2538.000	2956.500	4060.500	2563.000	4211.000	3422.500	5076.000
800000		4136.000	4566.000	3247.000	3777.500	2361.000	3890.000	3512.000	2577.000	1848.000	5045.500
900000		3015.000	4784.000	3958.000	2679.500	3796.000	3205.000	5457.000	3282.000	4694.500	4347.500
1000000		5003.500	5700.000	5598.000	3670.500	4722.000	3822.500	6372.500	2997.000	4189.000	4533.000
1100000		3906.000	6332.000	4630.500	5550.500	3920.500	6038.000	7278.500	2342.000	4198.000	9014.500
1200000		5777.000	5860.000	2125.500	6435.500	4687.500	3690.500	7277.500	5883.500	5999.500	7674.000
1300000		2745.000	3639.500	6015.500	3520.500	3516.000	3923.500	5398.500	3465.500	2317.000	4050.000
1400000		7602.000	5413.000	4205.000	2431.500	1922.500	2971.000	4561.500	5177.000	2415.500	5269.500
1500000		5516.000	5406.500	4972.500	2936.000	1707.000	2552.000	4648.000	6759.000	2721.000	2048.500
1600000		1962.000	2985.000	4100.500	3085.000	6187.000	5901.000	4051.000	6473.000	1897.500	6266.500
1700000		6153.500	4817.000	4566.000	5466.000	2849.500	5723.500	5901.000	3821.500	4290.000	1459.000
1800000		4174.500	4084.500	3369.000	4710.000	5684.500	5341.000	6212.000	6968.000	5386.500	5825.000
1900000		7483.000	8829.000	6014.000	2972.000	5010.000	5345.000	3794.000	4055.500	5511.000	6135.000
2000000		4182.000	4210.000	6699.500	5580.000	2984.500	7478.000	6743.000	8729.000	5622.500	3917.500
2100000		3460.000	6334.500	4011.000	5230.500	5510.000	4464.000	8655.500	5117.000	6979.000	6166.500
2200000		2451.000	4576.000	3572.500	5555.500	7412.500	8188.000	8096.500	5202.500	5742.000	7138.000
2300000		2996.500	4451.500	3233.500	2353.000	6633.500	6942.500	4329.000	2811.000	6155.500	9615.000
2400000		5810.000	7625.500	2547.000	4816.000	10191.500	4183.500	7907.500	2869.000	9221.500	8061.500
2500000		8093.500	2658.000	3228.000	7011.000	8498.000	5730.000	1651.500	6749.000	7278.500	8342.500
--------------------
Env: Atari-DoubleDunk-v5
Timestep	Seed 0		Seed 1		Seed 2		Seed 3		Seed 4		Seed 5		Seed 6		Seed 7		Seed 8		Seed 9
0		-17.600		-19.800		-19.800		-19.000		-21.000		-18.200		-19.600		-17.800		-17.800		-21.600
100000		-16.400		-17.400		-9.200		-9.200		-17.600		-11.800		-14.000		-14.400		-10.400		-17.200
200000		-11.600		-14.400		-19.000		-9.600		-11.800		-13.400		-14.200		-8.400		-10.400		-18.600
300000		-9.400		-18.400		-7.600		-17.000		-12.200		-18.400		-10.000		-9.400		-9.400		-11.100
400000		-13.000		-14.400		-10.200		-9.800		-11.800		-16.800		-10.000		-12.600		-11.400		-12.000
500000		-11.800		-10.800		-7.400		-13.800		-15.200		-23.600		-15.600		-18.600		-9.400		-7.600
600000		-15.200		-11.600		-7.000		-12.800		-13.000		-13.000		-12.400		-16.800		-8.400		-9.800
700000		-12.200		-12.800		-9.800		-14.000		-8.800		-12.200		-9.400		-9.600		-8.600		-10.200
800000		-9.800		-7.800		-13.800		-22.800		-11.200		-15.600		-9.600		-14.600		-8.800		-10.800
900000		-7.400		-12.800		-9.000		-10.000		-11.200		-9.400		-8.800		-6.800		-10.000		-6.400
1000000		-10.800		-8.400		-9.600		-9.600		-9.200		-12.800		-8.000		-8.400		-10.800		-8.000
1100000		-10.200		-7.800		-10.000		-20.400		-12.600		-11.200		-9.400		-12.000		-23.400		-8.600
1200000		-9.000		-7.400		-8.800		-21.200		-15.600		-9.400		-7.800		-10.600		-23.000		-7.800
1300000		-8.400		-6.800		-10.000		-8.600		-10.200		-17.800		-9.800		-7.200		-23.600		-10.200
1400000		-21.000		-7.400		-12.400		-10.200		-9.400		-12.000		-9.600		-6.800		-8.600		-6.600
1500000		-7.600		-7.400		-9.800		-8.800		-9.600		-9.000		-7.600		-10.200		-10.000		-9.200
1600000		-9.000		-9.400		-7.200		-9.200		-11.600		-8.400		-9.400		-5.600		-9.000		-9.800
1700000		-7.400		-9.000		-9.600		-8.800		-10.200		-8.200		-7.200		-6.400		-7.600		-5.400
1800000		-9.600		-8.400		-8.800		-7.600		-10.000		-9.800		-6.800		-7.200		-8.400		-9.600
1900000		-7.000		-7.800		-8.000		-8.000		-13.800		-9.600		-8.400		-7.200		-8.200		-9.400
2000000		-9.800		-9.600		-11.000		-7.400		-11.000		-9.600		-8.000		-7.400		-9.600		-8.600
2100000		-10.600		-6.400		-9.200		-9.800		-9.600		-8.600		-7.000		-6.400		-11.400		-10.600
2200000		-10.800		-15.400		-7.600		-7.800		-11.200		-8.600		-6.400		-8.000		-8.800		-9.800
2300000		-8.600		-7.000		-10.400		-9.000		-11.200		-7.400		-7.200		-7.200		-8.200		-6.800
2400000		-7.800		-11.800		-12.400		-5.400		-11.800		-8.400		-9.400		-7.600		-11.800		-7.400
2500000		-7.000		-9.400		-10.000		-22.400		-9.800		-7.000		-8.000		-11.000		-12.400		-12.800
--------------------
Env: Atari-Enduro-v5
Timestep	Seed 0		Seed 1		Seed 2		Seed 3		Seed 4		Seed 5		Seed 6		Seed 7		Seed 8		Seed 9
0		0.000		6.100		0.000		0.000		0.000		0.000		0.000		0.000		0.000		0.000
100000		118.000		191.100		164.700		45.700		170.200		58.400		166.800		37.000		88.100		43.200
200000		534.000		731.900		502.300		436.300		458.100		408.200		449.900		414.700		403.100		437.800
300000		642.100		868.700		630.300		688.800		550.800		641.400		764.100		593.600		798.100		897.000
400000		824.700		1029.100	635.600		760.900		931.500		819.900		844.300		892.500		960.200		964.600
500000		1040.700	934.300		920.400		948.400		1063.700	909.600		952.300		786.300		1162.100	990.600
600000		1042.200	1141.400	1058.700	1084.300	1216.000	1099.800	1055.500	929.800		1246.200	1406.700
700000		1431.500	1186.400	1027.400	1317.900	1138.700	1166.000	1404.200	1083.200	1239.700	1280.200
800000		1127.000	1431.800	1440.500	1532.700	1492.300	1104.600	1138.600	1209.400	1259.600	1183.200
900000		1589.000	1292.900	1422.500	1453.700	1607.400	1246.400	1529.000	1268.900	1434.600	1358.000
1000000		1508.700	1605.400	1252.700	1481.400	1701.900	1209.300	1362.800	1504.400	1745.700	1435.000
1100000		1730.700	1688.700	1422.500	1761.600	1329.700	1543.100	1375.300	1269.400	1934.800	1611.000
1200000		1856.900	1610.000	1735.600	1620.400	1716.000	1423.100	1601.800	1612.500	1827.300	1623.000
1300000		1487.000	1763.200	1817.200	1572.100	1761.800	1625.900	1766.100	1313.600	1795.600	1418.200
1400000		1471.800	1753.300	1829.700	1587.600	1856.700	1425.100	1769.300	1150.900	1684.600	1663.900
1500000		1798.500	1540.000	1921.000	1602.700	1991.200	1667.300	1634.000	1438.100	1955.500	1567.100
1600000		1818.800	1750.200	1594.800	1417.400	1957.700	1484.600	1700.300	1407.600	2056.500	1775.000
1700000		1588.600	1659.800	1850.700	1854.500	1807.900	1404.200	1176.500	1654.000	1915.200	1681.000
1800000		1126.100	2109.800	2042.900	1885.000	1887.700	1925.200	1629.000	1422.800	1652.600	1828.900
1900000		1580.900	1860.800	1863.300	1782.700	1835.800	1395.000	1505.100	1416.500	1846.900	1703.800
2000000		1818.500	1746.100	1808.500	1766.500	1529.500	1798.800	1841.300	1520.100	1854.100	1854.400
2100000		1705.300	1668.700	1699.800	1895.600	1956.900	1867.200	1718.900	1424.800	1978.100	1984.000
2200000		1988.900	1858.500	1610.100	1374.100	2007.900	1881.300	1651.700	1418.500	2179.200	1948.800
2300000		1441.900	1915.300	2044.000	1832.000	1711.400	1672.600	1921.100	1689.800	2025.000	1973.500
2400000		1797.800	2073.700	1863.800	2000.400	1940.900	1709.200	1589.900	1823.100	1906.200	2013.300
2500000		1674.800	1789.000	1971.500	1725.700	2029.200	1967.800	1928.400	1638.400	2016.700	1713.400
--------------------
Env: Atari-FishingDerby-v5
Timestep	Seed 0		Seed 1		Seed 2		Seed 3		Seed 4		Seed 5		Seed 6		Seed 7		Seed 8		Seed 9
0		-96.000		-93.800		-86.000		-94.200		-90.600		-93.000		-93.200		-91.400		-98.600		-95.400
